Player,BPM
Josh Richardson,-0.75
Josh Smith,-1.0666666666666667
José Calderón,-1.225
Jrue Holiday,1.65
Juan Hernangómez,-0.1
Julius Randle,-6.3999999999999995
Julyan Stone,-2.9
Justin Anderson,-0.5
Justin Hamilton,-1.7999999999999998
Justin Harper,-7.25
Justin Holiday,-1.5999999999999999
Justise Winslow,-3.2
Jusuf Nurkić,-2.1999999999999997
K.J. McDaniels,-3.0
Kalin Lucas,-4.7
Karl-Anthony Towns,3.45
Kawhi Leonard,7.375
Kay Felder,-2.4
Keith Appling,-15.1
Keith Bogans,-2.0
Kelly Olynyk,0.35000000000000003
Kelly Oubre Jr.,-4.15
Kemba Walker,3.025
Kendall Marshall,-3.5
Kendrick Perkins,-4.866666666666667
Kenneth Faried,0.375
Kent Bazemore,-1.5250000000000001
Kentavious Caldwell-Pope,-1.2
Kenyon Martin,-1.1
Kevin Durant,9.75
Kevin Garnett*,0.3333333333333333
Kevin Love,4.250000000000001
Kevin Martin,-1.2
Kevin Séraphin,-4.05
Kevon Looney,-2.1
Khris Middleton,-0.09999999999999994
Kirk Hinrich,-2.766666666666667
Klay Thompson,1.95
Kobe Bryant*,-2.1333333333333333
Kosta Koufos,-1.8
Kostas Papanikolaou,-3.25
Kris Dunn,-2.8
Kris Humphries,-1.025
Kristaps Porziņģis,0.6
Kyle Anderson,0.6
Kyle Korver,0.725
Kyle Lowry,4.9
Kyle O'Quinn,0.425
Kyle Singler,-2.75
Kyle Wiltjer,-5.4
Kyrie Irving,3.3000000000000003
LaMarcus Aldridge,2.0749999999999997
Lamar Patterson,-8.25
Lance Stephenson,-2.1
Lance Thomas,-5.475
Landry Fields,-0.75
Langston Galloway,-1.8666666666666665
Larry Drew II,-9.9
Larry Nance Jr.,-0.45
Larry Sanders,-6.333333333333333
Lavoy Allen,-1.7
LeBron James,8.125
Leandro Barbosa,-1.75
Lester Hudson,4.1
Lorenzo Brown,-5.366666666666667
Lou Amundson,-5.900000000000001
Lou Williams,1.75
Luc Mbah a Moute,-2.0999999999999996
Lucas Nogueira,-2.8333333333333335
Luis Montero,-15.5
Luis Scola,-1.7
Luke Babbitt,-1.5
Luke Ridnour,-3.85
Luol Deng,-0.22499999999999998
Maalik Wayns,4.8
Malachi Richardson,-4.8
Malcolm Brogdon,-0.4
Malcolm Delaney,-5.6
Malcolm Lee,-27.6
Malcolm Thomas,-8.05
Malik Beasley,-0.6
Manny Harris,-9.05
Manu Ginóbili,2.6750000000000003
MarShon Brooks,-1.1
Marc Gasol,3.75
Marcelo Huertas,-4.8
Marcin Gortat,0.5249999999999999
Marco Belinelli,-1.15
Marcus Georges-Hunt,-4.5
Marcus Morris,-0.17500000000000004
Marcus Smart,-0.9333333333333332
Marcus Thornton,-0.8
Mario Chalmers,-0.33333333333333326
Mario Hezonja,-4.05
Markel Brown,-2.8
Markieff Morris,-0.8
Marquese Chriss,-2.2
Marquis Teague,-7.4
Marreese Speights,-2.1750000000000003
Marshall Plumlee,-4.6
Martell Webster,-3.0
Marvin Williams,0.675
Mason Plumlee,1.15
Matt Barnes,-0.7
Matt Bonner,0.8333333333333334
Matthew Dellavedova,-2.5
Maurice Harkless,-1.275
Maurice Ndour,-2.8
Melvin Ely,-10.3
Metta World Peace,-3.6666666666666665
Meyers Leonard,-2.0999999999999996
Michael Beasley,-1.5999999999999999
Michael Carter-Williams,-1.375
Michael Gbinije,-12.1
Michael Kidd-Gilchrist,-0.825
Mike Conley,4.1
Mike Dunleavy,-1.025
Mike Harris,0.3
Mike James,-10.2
Mike Miller,-1.75
Mike Muscala,-1.3000000000000003
Mike Scott,-1.925
Mike Tobey,-9.5
Miles Plumlee,-2.1
Mindaugas Kuzminskas,-1.9
Miroslav Raduljica,-9.3
Mirza Teletović,-1.0999999999999999
Mitch McGary,-4.6
Mo Williams,-1.4333333333333333
Monta Ellis,-0.8
Montrezl Harrell,0.2
Mustafa Shakur,-18.6
Myles Turner,-0.25
Nando De Colo,0.2
Nate Robinson,-2.3333333333333335
Nate Wolters,-3.8
Nazr Mohammed,-6.7
Nemanja Bjelica,-1.15
Nemanja Nedović,-10.0
Nenê,0.17500000000000002
Nerlens Noel,0.6333333333333333
Nick Calathes,-0.45
Nick Collison,-1.3
Nick Johnson,-6.5
Nick Young,-1.4
Nicolas Batum,1.875
Nicolás Brussino,-1.6
Nicolás Laprovíttola,-3.9
Nik Stauskas,-3.2999999999999994
Nikola Jokić,5.6
Nikola Mirotić,1.5
Nikola Peković,-3.1
Nikola Vučević,1.075
Noah Vonleh,-3.733333333333334
Norman Powell,-0.4
Norris Cole,-4.1
O.J. Mayo,-2.6666666666666665
Ognjen Kuzmić,-5.15
Okaro White,-3.1
Omri Casspi,-1.05
Orlando Johnson,-6.7
Othyus Jeffers,-3.2
Otto Porter,-0.575
P.J. Hairston,-3.7
P.J. Tucker,-0.02500000000000001
Pablo Prigioni,0.033333333333333326
Pascal Siakam,-2.4
Pat Connaughton,-4.4
Patricio Garino,-17.9
Patrick Beverley,0.5
Patrick Christopher,-15.0
Patrick McCaw,-2.4
Patrick Patterson,0.75
Patty Mills,1.7000000000000002
Pau Gasol,3.4000000000000004
Paul George,2.6750000000000003
Paul Millsap,3.1249999999999996
Paul Pierce,-1.225
Paul Zipser,-4.4
Pero Antić,-3.1999999999999997
Perry Jones,-2.9000000000000004
Peyton Siva,-6.4
Phil Pressey,-2.566666666666667
Pierre Jackson,-4.4
Quincy Acy,-1.75
Quincy Miller,-3.75
Quincy Pondexter,-2.05
Quinn Cook,-3.1
R.J. Hunter,-5.55
Rajon Rondo,-0.15000000000000002
Rakeem Christmas,0.75
Ramon Sessions,-1.5499999999999998
Randy Foye,-2.1
Rashad Vaughn,-4.65
Rashard Lewis,-0.3
Rasual Butler,0.7999999999999999
Raul Neto,-1.05
Ray Allen*,-0.4
Ray McCallum,-2.733333333333333
Raymond Felton,-1.3749999999999998
Reggie Bullock,-1.35
Reggie Evans,-2.9
Reggie Jackson,0.7250000000000001
Reggie Williams,-2.066666666666667
Richard Jefferson,-1.625
Richaun Holmes,-0.25
Ricky Ledo,-6.0
Ricky Rubio,0.95
Robbie Hummel,-3.05
Robert Covington,0.175
Robert Sacre,-3.9
Robin Lopez,-0.275
Rodney Hood,-0.3
Rodney McGruder,-1.9
Rodney Stuckey,-2.1
Roger Mason,-2.7
Ron Baker,-4.7
Rondae Hollis-Jefferson,-0.25
Ronnie Brewer,-2.4
Ronnie Price,-3.0250000000000004
Ronny Turiaf,-1.35
Roy Hibbert,-2.025
Royal Ivey,-27.7
Royce White,-16.9
Rudy Gay,1.5
Rudy Gobert,2.0250000000000004
Russ Smith,-5.1000000000000005
Russell Westbrook,8.125
Ryan Anderson,0.12499999999999997
Ryan Gomes,-8.8
Ryan Hollins,-2.6333333333333333
Ryan Kelly,-2.85
Salah Mejri,-0.24999999999999997
Sam Dekker,1.0
Samuel Dalembert,-1.9500000000000002
Sasha Kaun,-2.8
Sasha Vujačić,-5.6000000000000005
Scotty Hopson,-20.7
Sean Kilpatrick,-2.2333333333333334
Sebastian Telfair,-1.4
Semaj Christon,-5.1
Serge Ibaka,0.525
Sergey Karasev,-4.633333333333333
Sergio Rodríguez,-2.7
Seth Curry,-4.3500000000000005
Shabazz Muhammad,-2.175
Shabazz Napier,-2.2
Shane Battier,0.0
Shane Edwards,-13.3
Shane Larkin,-2.8666666666666667
Shannon Brown,-6.8
Shaun Livingston,-0.65
Shavlik Randolph,-5.300000000000001
Shawn Long,1.2
Shawn Marion,-0.4
Shawne Williams,-1.85
Shayne Whittington,-3.55
Sheldon Mac,-2.3
Shelvin Mack,-1.675
Sim Bhullar,32.5
Skal Labissière,-2.3
Solomon Hill,-1.625
Solomon Jones,-6.6
Sonny Weems,-7.3
Spencer Dinwiddie,-3.0
Spencer Hawes,-0.44999999999999996
Stanley Johnson,-3.15
Stephen Curry,9.025
Stephen Jackson,-6.6
Stephen Zimmerman,-8.3
Steve Blake,-1.7666666666666668
Steve Nash*,-3.6
Steve Novak,-2.5999999999999996
Steven Adams,-0.875
T.J. McConnell,-1.1
T.J. Warren,-0.6666666666666666
Taj Gibson,-0.725
Tarik Black,-2.866666666666667
Taurean Prince,-1.8
Tayshaun Prince,-2.033333333333333
Terrence Jones,0.17500000000000007
Terrence Ross,-0.37499999999999994
Terry Rozier,-3.75
Thabo Sefolosha,0.625
Thaddeus Young,0.075
Thanasis Antetokounmpo,5.9
Thomas Robinson,-2.775
Thon Maker,-2.0
Tiago Splitter,-0.7749999999999999
Tibor Pleiß,-11.6
Tim Duncan*,3.7999999999999994
Tim Frazier,-3.3000000000000003
Tim Hardaway Jr.,-1.25
Tim Quarterman,-2.8
Timofey Mozgov,-1.7999999999999998
Timothé Luwawu-Cabarrot,-4.6
Tobias Harris,0.7250000000000001
Tomáš Satoranský,-2.4
Toney Douglas,-1.3
Tony Allen,0.15000000000000002
Tony Mitchell,5.5
Tony Parker,-0.65
Tony Snell,-2.425
Tony Wroten,-6.1000000000000005
Tornike Shengelia,-7.3
Toure' Murry,-8.15
Travis Outlaw,-1.4
Travis Wear,-5.5
Treveon Graham,-1.0
Trevor Ariza,1.1749999999999998
Trevor Booker,-0.225
Trey Burke,-1.875
Trey Lyles,-2.0
Tristan Thompson,-0.95
Troy Daniels,-0.9750000000000001
Troy Williams,-3.8
Ty Lawson,-0.025000000000000022
Tyler Ennis,-3.9333333333333336
Tyler Hansbrough,-2.3333333333333335
Tyler Johnson,0.3999999999999999
Tyler Ulis,-2.4
Tyler Zeller,-1.75
Tyreke Evans,0.975
Tyrus Thomas,18.5
Tyshawn Taylor,-8.7
Tyson Chandler,0.5
Tyus Jones,-1.0999999999999999
Udonis Haslem,-3.875
Vander Blue,-11.8
Viacheslav Kravtsov,-6.9
Victor Claver,-3.2
Victor Oladipo,-0.14999999999999997
Vince Carter,-0.175
Vítor Luiz Faverani,-3.2
Wade Baldwin,-5.5
Wayne Ellington,-1.4999999999999998
Wayne Selden,-5.5
Wesley Johnson,-1.3
Wesley Matthews,0.8
Will Barton,-0.12499999999999999
Will Bynum,-7.55
Will Cherry,-6.0
Willie Cauley-Stein,-0.9
Willie Green,-3.7
Willie Reed,-0.7
Willy Hernangómez,-0.3
Wilson Chandler,-0.7999999999999999
Xavier Henry,-5.0
Xavier Munford,-2.5
Yogi Ferrell,-1.1
Zach LaVine,-2.0
Zach Randolph,0.09999999999999998
Zaza Pachulia,-0.24999999999999997
Zoran Dragić,-7.7
Álex Abrines,-1.6
Ömer Aşık,-2.55
