Player,BPM
Darius Miller,-5.6000000000000005
Darius Morris,-5.033333333333333
Darko Miličić,-38.3
Darrell Arthur,-2.025
Darren Collison,0.9500000000000001
Darrun Hilliard,-2.5
David Lee,1.325
David Stockton,-3.9
David Wear,-9.4
David West,2.775
DeAndre Jordan,1.9999999999999998
DeAndre Liggins,20.4
DeJuan Blair,-5.0
DeMar DeRozan,0.475
DeMarcus Cousins,3.25
DeMarre Carroll,1.0
DeQuan Jones,-4.5
DeSagana Diop,-4.7
DeShawn Stevenson,-2.4
Delon Wright,0.9
Dennis Schröder,-3.1333333333333333
Derek Fisher,-2.0
Deron Williams,1.225
Derrick Favors,1.35
Derrick Rose,-2.066666666666667
Derrick Williams,-1.325
Devin Booker,-2.8
Devin Ebanks,-7.7
Devin Harris,0.27499999999999997
Devyn Marble,-5.5
Dewayne Dedmon,-3.033333333333333
Dexter Pittman,-21.55
Diante Garrett,-4.5
Dion Waiters,-2.425
Dionte Christmas,-1.8
Dirk Nowitzki,3.2
Dominic McGuire,-2.3
Dominique Jones,-3.4
Donald Sloan,-1.95
Donatas Motiejūnas,-3.075
Dorell Wright,1.7666666666666666
Doron Lamb,-5.949999999999999
Doug McDermott,-4.45
Draymond Green,1.825
Drew Gooden,-3.5
Drew Gordon,-9.5
Duje Dukan,-7.0
Dwight Buycks,-3.0
Dwight Howard,0.525
Dwight Powell,-0.45
Dwyane Wade,2.825
E'Twaun Moore,-1.8250000000000002
Earl Barron,-7.65
Earl Clark,-3.266666666666667
Earl Watson,-5.1
Ed Davis,0.6
Eddy Curry,-14.9
Edy Tavares,-1.8
Ekpe Udoh,-2.566666666666667
Elfrid Payton,-1.2
Elias Harris,0.3
Elijah Millsap,-3.45
Elliot Williams,-5.433333333333333
Elton Brand,-2.025
Emeka Okafor,-0.7
Emmanuel Mudiay,-4.2
Enes Kanter,-1.35
Eric Bledsoe,3.0
Eric Gordon,-0.725
Eric Maynor,-5.25
Eric Moreland,6.35
Erick Green,-3.0999999999999996
Erik Murphy,-8.6
Ersan İlyasova,0.025000000000000064
Evan Fournier,-1.5999999999999999
Evan Turner,-1.65
Fab Melo,-7.6
Festus Ezeli,-1.7666666666666666
Francisco García,-1.366666666666667
Frank Kaminsky,-0.8
Furkan Aldemir,-3.6
Gal Mekel,-9.45
Garrett Temple,-1.7000000000000002
Gary Harris,-3.1
Gary Neal,-2.475
George Hill,2.7249999999999996
Gerald Green,-0.9750000000000001
Gerald Henderson,-1.45
Gerald Wallace,-1.0666666666666667
Giannis Antetokounmpo,-0.1333333333333333
Gigi Datome,-2.4
Glen Davis,-2.5
Glen Rice Jr.,-9.4
Glenn Robinson III,-3.25
Goran Dragić,1.4249999999999998
Gordon Hayward,2.35
Gorgui Dieng,-0.03333333333333336
Grant Hill*,-5.6
Grant Jerrett,-10.8
Greg Monroe,1.5
Greg Oden,-4.8
Greg Smith,-2.8
Greg Stiemsma,-3.5
Greivis Vásquez,-2.0
Gustavo Ayón,-1.45
Hakim Warrick,-4.8
Hamady N'Diaye,-7.8
Hamed Haddadi,-6.2
Harrison Barnes,-1.125
Hasheem Thabeet,-4.4
Hassan Whiteside,4.1
Hedo Türkoğlu,-2.733333333333333
Henry Sims,-2.625
Henry Walker,-2.0
Hilton Armstrong,-0.1
Hollis Thompson,-2.8000000000000003
Ian Clark,-2.6999999999999997
Ian Mahinmi,-1.575
Iman Shumpert,-1.125
Isaiah Canaan,-2.4
Isaiah Thomas,2.8
Ish Smith,-2.4
Ivan Johnson,-1.6
J.J. Barea,-0.9
J.J. Hickson,-1.125
J.J. O'Brien,-6.2
J.J. Redick,1.2
J.R. Smith,0.575
JaKarr Sampson,-4.800000000000001
JaMychal Green,-1.9
JaVale McGee,-2.0
Jabari Brown,-4.3
Jabari Parker,-1.25
Jack Cooley,-5.7
Jae Crowder,0.47500000000000003
Jahlil Okafor,-2.3
Jamaal Franklin,-5.75
Jamaal Tinsley,-4.55
Jamal Crawford,0.475
Jameer Nelson,-1.575
James Anderson,-2.033333333333333
James Ennis,0.0
James Harden,6.65
James Johnson,0.6
James Jones,-0.19999999999999996
James Michael McAdoo,-2.05
James Nunnally,-5.4
James Southerland,-2.7
James White,-3.1
James Young,-3.95
Jan Veselý,-2.9000000000000004
Jannero Pargo,0.13333333333333353
Jared Cunningham,-4.85
Jared Dudley,-0.1
Jared Jeffries,-7.4
Jared Sullinger,-0.3999999999999999
Jarell Eddie,-1.5
Jarell Martin,-3.7
Jarnell Stokes,0.44999999999999996
Jarrett Jack,-0.8500000000000001
Jarvis Varnado,-5.9
Jason Collins,-6.7
Jason Kidd*,3.3
Jason Maxiell,-3.6
Jason Richardson,-0.9
Jason Smith,-2.8
Jason Terry,-1.2000000000000002
Jason Thompson,-2.3500000000000005
Jeff Adrien,-2.1
Jeff Ayres,-2.85
Jeff Green,-0.95
Jeff Taylor,-4.633333333333334
Jeff Teague,1.1
Jeff Withey,0.2333333333333333
Jerami Grant,-2.5
Jerel McNeal,-9.1
Jeremy Evans,1.275
Jeremy Lamb,-0.7250000000000001
Jeremy Lin,-0.30000000000000004
Jeremy Pargo,-3.2
Jeremy Tyler,-7.2
Jerian Grant,-3.1
Jermaine O'Neal,-1.35
Jerome Jordan,-1.2
Jerrelle Benimon,-13.0
Jerry Stackhouse,-3.3
Jerryd Bayless,-1.15
Jimmer Fredette,-2.0
Jimmy Butler,3.025
Joakim Noah,3.0999999999999996
Jodie Meeks,-1.125
Joe Harris,-5.75
Joe Ingles,-0.5
Joe Johnson,-0.44999999999999996
Joe Young,-4.7
Joel Anthony,-1.3749999999999998
Joel Freeland,-3.533333333333333
Joel Przybilla,-7.3
Joey Dorsey,-3.1
Joffrey Lauvergne,-3.5999999999999996
Johan Petro,-5.0
John Henson,-0.32500000000000007
John Jenkins,-2.425
John Lucas III,-2.9
John Salmons,-2.566666666666667
John Wall,3.425
Johnny O'Bryant,-7.7
Jon Leuer,-1.45
Jonas Jerebko,-0.675
Jonas Valančiūnas,-0.07500000000000001
Jonathon Simmons,-2.7
Jordan Adams,4.15
Jordan Clarkson,-0.7000000000000001
Jordan Crawford,-0.75
Jordan Farmar,-0.9333333333333332
Jordan Hamilton,-1.025
Jordan Hill,-1.2500000000000002
Jordan McRae,-1.8
Jordan Mickey,-1.5
Jorge Gutiérrez,-2.6
Josh Akognon,-3.0
Josh Childress,-3.3
Josh Harrellson,-3.3000000000000003
Josh Howard,-3.8
Josh Huestis,-2.8
Josh McRoberts,-0.95
Josh Powell,-11.4
Josh Richardson,-0.4
Josh Selby,-12.4
Josh Smith,-0.35000000000000003
José Calderón,0.35
Jrue Holiday,1.45
Julius Randle,-9.15
Julyan Stone,-1.5
Justin Anderson,0.3
Justin Dentmon,-24.7
Justin Hamilton,-2.3
Justin Harper,-4.2
Justin Holiday,-3.1666666666666665
Justise Winslow,-2.6
Jusuf Nurkić,-2.8499999999999996
Juwan Howard,-9.3
K.J. McDaniels,-3.3499999999999996
Kalin Lucas,-4.7
Karl-Anthony Towns,2.2
Kawhi Leonard,5.8
Keith Appling,-15.1
Keith Bogans,-2.3
Kelly Olynyk,0.3666666666666667
Kelly Oubre Jr.,-5.1
Kemba Walker,2.3499999999999996
Kendall Marshall,-3.925
Kendrick Perkins,-4.1
Kenneth Faried,0.575
Kent Bazemore,-1.8749999999999998
Kentavious Caldwell-Pope,-1.5333333333333332
Kenyon Martin,-1.1
Kevin Durant,9.85
Kevin Garnett*,0.9
Kevin Jones,-4.1
Kevin Love,3.825
Kevin Martin,-0.65
Kevin Murphy,-16.8
Kevin Séraphin,-4.575
Kevon Looney,-2.5
Keyon Dooling,-1.4
Khris Middleton,-0.4999999999999998
Kim English,-4.2
Kirk Hinrich,-2.3
Klay Thompson,1.675
Kobe Bryant*,-0.45
Kosta Koufos,-1.025
Kostas Papanikolaou,-3.25
Kris Humphries,-1.275
Kris Joseph,-9.9
Kristaps Porziņģis,0.9
Kurt Thomas,-0.1
Kwame Brown,-4.9
Kyle Anderson,0.0
Kyle Korver,1.175
Kyle Lowry,4.1
Kyle O'Quinn,-0.45000000000000007
Kyle Singler,-2.425
Kyrie Irving,3.375
LaMarcus Aldridge,2.2
Lamar Odom,-0.7
Lamar Patterson,-5.1
Lance Stephenson,-1.1
Lance Thomas,-5.35
Landry Fields,-1.1
Langston Galloway,-1.65
Larry Drew II,-9.9
Larry Nance Jr.,-1.5
Larry Sanders,-1.0
Lavoy Allen,-2.1
Lazar Hayward,-1.9
LeBron James,9.15
Leandro Barbosa,-1.3
Lester Hudson,4.1
Linas Kleiza,-5.4
Lorenzo Brown,-5.366666666666667
Lou Amundson,-5.475
Lou Williams,1.025
Luc Mbah a Moute,-3.0749999999999997
Lucas Nogueira,-5.25
Luis Montero,-15.5
Luis Scola,-1.1
Luke Babbitt,-1.6
Luke Ridnour,-2.8333333333333335
Luke Walton,-1.0
Luke Zeller,-7.2
Luol Deng,0.5
Maalik Wayns,-2.5500000000000003
Malcolm Lee,-14.450000000000001
Malcolm Thomas,-5.266666666666667
Manny Harris,-3.3
Manu Ginóbili,3.2249999999999996
MarShon Brooks,-1.4
Marc Gasol,3.7499999999999996
Marcelo Huertas,-5.0
Marcin Gortat,0.6
Marco Belinelli,-1.45
Marcus Camby,-3.6
Marcus Morris,-0.39999999999999997
Marcus Smart,-0.75
Marcus Thornton,-0.125
Mario Chalmers,-0.14999999999999997
Mario Hezonja,-3.1
Markel Brown,-2.8
Markieff Morris,-0.8999999999999999
Marquis Daniels,-2.9
Marquis Teague,-6.5
Marreese Speights,-3.0250000000000004
Martell Webster,-1.7333333333333332
Marvin Williams,0.37500000000000006
Mason Plumlee,0.8666666666666667
Matt Barnes,0.1
Matt Bonner,0.675
Matt Carroll,-10.0
Matthew Dellavedova,-1.9333333333333333
Maurice Harkless,-1.4500000000000002
Melvin Ely,-10.3
Metta World Peace,-1.5
Meyers Leonard,-2.1
Michael Beasley,-2.5749999999999997
Michael Carter-Williams,-0.7666666666666666
Michael Kidd-Gilchrist,-1.3
Mickaël Gelabale,-0.2
Mickaël Piétrus,-4.8
Mike Conley,3.55
Mike Dunleavy,-0.575
Mike Harris,0.3
Mike James,-6.85
Mike Miller,-1.0
Mike Muscala,-2.1
Mike Scott,-1.4249999999999998
Miles Plumlee,-2.8
Miroslav Raduljica,-9.3
Mirza Teletović,-0.47500000000000003
Mitch McGary,-4.6
Mo Williams,-1.3
Monta Ellis,0.075
Montrezl Harrell,-0.6
Mustafa Shakur,-18.6
Myles Turner,-1.6
Nando De Colo,-0.5
Nate Robinson,-1.0499999999999998
Nate Wolters,-3.8
Nazr Mohammed,-5.925
Nemanja Bjelica,-0.7
Nemanja Nedović,-10.0
Nenê,0.30000000000000004
Nerlens Noel,-0.25
Nick Calathes,-0.45
Nick Collison,-1.025
Nick Johnson,-6.5
Nick Young,-1.55
Nicolas Batum,2.3749999999999996
Nik Stauskas,-3.55
Nikola Jokić,3.9
Nikola Mirotić,1.9
Nikola Peković,-2.2
Nikola Vučević,0.6
Noah Vonleh,-3.6500000000000004
Nolan Smith,-6.9
Norman Powell,-0.3
Norris Cole,-3.6500000000000004
O.J. Mayo,-2.125
Ognjen Kuzmić,-5.15
Omri Casspi,-0.275
Orlando Johnson,-4.3999999999999995
Othyus Jeffers,-3.2
Otto Porter,-1.8666666666666665
P.J. Hairston,-3.7
P.J. Tucker,-0.32499999999999996
Pablo Prigioni,0.04999999999999999
Pat Connaughton,-8.0
Patrick Beverley,1.1749999999999998
Patrick Christopher,-15.0
Patrick Patterson,0.7
Patty Mills,1.35
Pau Gasol,2.9000000000000004
Paul George,2.8499999999999996
Paul Millsap,3.2750000000000004
Paul Pierce,0.8500000000000001
Pero Antić,-3.1999999999999997
Perry Jones,-4.366666666666666
Peyton Siva,-6.4
Phil Pressey,-2.566666666666667
Quentin Richardson,-14.9
Quincy Acy,-1.2
Quincy Miller,-5.566666666666666
Quincy Pondexter,-1.4000000000000001
R.J. Hunter,-2.1
Rajon Rondo,0.525
Rakeem Christmas,6.5
Ramon Sessions,-1.05
Randy Foye,-1.15
Rashad Vaughn,-5.7
Rashard Lewis,-1.4
Rasheed Wallace,-1.0
Rasual Butler,0.7999999999999999
Raul Neto,-2.0
Ray Allen*,-0.05000000000000002
Ray McCallum,-2.733333333333333
Raymond Felton,-1.025
Reggie Bullock,-1.9000000000000001
Reggie Evans,-2.5
Reggie Jackson,1.0
Reggie Williams,-2.2666666666666666
Richard Hamilton,-4.0
Richard Jefferson,-1.175
Richaun Holmes,-1.5
Ricky Ledo,-6.0
Ricky Rubio,1.0
Robbie Hummel,-3.05
Robert Covington,0.16666666666666663
Robert Sacre,-5.125
Robin Lopez,0.425
Rodney Hood,0.0
Rodney Stuckey,-1.4500000000000002
Rodrigue Beaubois,-2.6
Roger Mason,-2.3
Rondae Hollis-Jefferson,0.8
Ronnie Brewer,-1.5499999999999998
Ronnie Price,-3.4
Ronny Turiaf,-1.4666666666666668
Roy Hibbert,-1.525
Royal Ivey,-15.25
Royce White,-16.9
Rudy Gay,1.3
Rudy Gobert,1.2333333333333334
Russ Smith,-5.1000000000000005
Russell Westbrook,6.45
Ryan Anderson,0.725
Ryan Gomes,-8.8
Ryan Hollins,-2.95
Ryan Kelly,-2.766666666666667
Salah Mejri,0.2
Sam Dekker,2.2
Sam Young,-2.7
Samardo Samuels,-6.2
Samuel Dalembert,-1.5
Sasha Kaun,-2.8
Sasha Pavlović,-3.3
Sasha Vujačić,-6.8
Scott Machado,-8.8
Scotty Hopson,-20.7
Sean Kilpatrick,-2.2
Sebastian Telfair,-1.5499999999999998
Serge Ibaka,0.8750000000000001
Sergey Karasev,-4.633333333333333
Seth Curry,-6.2
Shabazz Muhammad,-2.1
Shabazz Napier,-3.1
Shane Battier,0.5
Shane Edwards,-13.3
Shane Larkin,-2.8666666666666667
Shannon Brown,-5.066666666666666
Shaun Livingston,-0.27499999999999997
Shavlik Randolph,-4.7
Shawn Marion,0.4666666666666668
Shawne Williams,-1.85
Shayne Whittington,-3.55
Shelvin Mack,-1.775
Sim Bhullar,32.5
Solomon Hill,-1.2666666666666666
Solomon Jones,-8.75
Sonny Weems,-7.3
Spencer Dinwiddie,-4.0
Spencer Hawes,-0.7
Stanley Johnson,-3.3
Stephen Curry,8.65
Stephen Jackson,-5.05
Steve Blake,-1.2000000000000002
Steve Nash*,-1.6
Steve Novak,0.22500000000000003
Steven Adams,-1.0999999999999999
T.J. McConnell,-1.2
T.J. Warren,-0.7
Taj Gibson,-0.625
Tarik Black,-2.7
Tayshaun Prince,-1.825
Terrel Harris,-12.6
Terrence Jones,0.7500000000000001
Terrence Ross,-0.95
Terrence Williams,-2.4
Terry Rozier,-6.1
Thabo Sefolosha,1.125
Thaddeus Young,0.24999999999999997
Thanasis Antetokounmpo,5.9
Thomas Robinson,-3.575
Tiago Splitter,0.8499999999999999
Tibor Pleiß,-11.6
Tim Duncan*,4.175
Tim Frazier,-3.6
Tim Hardaway Jr.,-1.8333333333333333
Tim Ohlbrecht,-17.2
Timofey Mozgov,-1.65
Tobias Harris,0.2
Toney Douglas,-1.05
Tony Allen,0.5
Tony Mitchell,5.5
Tony Parker,0.9
Tony Snell,-2.6666666666666665
Tony Wroten,-5.525
Tornike Shengelia,-6.9
Toure' Murry,-8.15
Travis Outlaw,-1.9
Travis Wear,-5.5
Trevor Ariza,1.4500000000000002
Trevor Booker,-0.325
Trey Burke,-1.5
Trey Lyles,-1.8
Tristan Thompson,-1.225
Troy Daniels,-0.7000000000000002
Troy Murphy,-1.9
Ty Lawson,0.725
Tyler Ennis,-4.3
Tyler Hansbrough,-2.2249999999999996
Tyler Honeycutt,-13.2
Tyler Johnson,-0.10000000000000003
Tyler Zeller,-2.15
Tyreke Evans,1.325
Tyrus Thomas,6.2
Tyshawn Taylor,-8.05
Tyson Chandler,0.7499999999999999
Tyus Jones,-2.4
Udonis Haslem,-3.35
Vander Blue,-11.8
Viacheslav Kravtsov,-4.45
Victor Claver,-3.366666666666667
Victor Oladipo,-0.03333333333333329
Vince Carter,0.3999999999999999
Vladimir Radmanović,-5.4
Vítor Luiz Faverani,-3.2
Wayne Ellington,-1.5999999999999999
Wesley Johnson,-1.6250000000000002
Wesley Matthews,1.125
Will Barton,-1.325
Will Bynum,-5.366666666666667
Will Cherry,-6.0
Will Conroy,-24.9
Willie Cauley-Stein,-0.8
Willie Green,-2.733333333333333
Willie Reed,-0.5
Wilson Chandler,-0.3
Xavier Henry,-5.233333333333333
Xavier Munford,-2.5
Zach LaVine,-3.05
Zach Randolph,0.275
Zaza Pachulia,-0.8250000000000001
Zoran Dragić,-7.7
Ömer Aşık,-2.025
